name,id,cot_type,servertime
A8299A,39670931,a-n-A-C-F-m,201705071650
ADE2B8,39802040,a-n-A-C-F-m,201705080850
ICAO-A2C094,39776617,a-n-A-C-F-m,201705072125
AA600A,39667059,a-n-A-C-F-m,201705071650
A403F4,39710897,a-n-A-C-F-m,201705071725
A3EE1F,39657291,a-n-A-C-F-m,201705071635
A85FF5,39798854,a-n-A-C-F-m,201705080850
ICAO-ADC2A7,39658812,a-n-A-C-F-m,201705071640
C0193B,39731482,a-n-A-C-F-m,201705071750
AB4BA6,39694009,a-n-A-C-F-m,201705071710
AA56B6,39707901,a-n-A-C-F-m,201705071720
ICAO-A880FF,39765445,a-n-A-C-F-m,201705071825
AA8B40,39695933,a-n-A-C-F-m,201705071710
3C64EC,39719151,a-n-A-C-F-m,201705071730
AB4BA6,39691618,a-n-A-C-F-m,201705071710
AD9712,39709878,a-n-A-C-F-m,201705071720
A45091,39755880,a-n-A-C-F-m,201705071805
AA8B40,39693596,a-n-A-C-F-m,201705071710
ICAO-47C5CB,39767380,a-n-A-C-F,201705071900
AD734A,39724203,a-n-A-C-F-m,201705071740
A38E11,39684456,a-n-A-C-F-m,201705071705
A2F591,39689298,a-n-A-C-F-m,201705071705
ICAO-A88E71,39661858,a-n-A-C-F-m,201705071640
ICAO-AB856C,39769058,a-n-A-C-F-m,201705071925
ICAO-A46CE1,39657534,a-n-A-C-F-m,201705071635
AA7E7C,39669892,a-n-A-C-F-m,201705071650
A3EE1F,39657471,a-n-A-C-F-m,201705071635
A0DDFB,39747362,a-n-A-C-F-m,201705071800
AA75EF,39720792,a-n-A-C-F-m,201705071735
AAF183,39683153,a-n-A-C-F-m,201705071700
C06A39,39680343,a-n-A-C-F-m,201705071700
AAF183,39683828,a-n-A-C-F-m,201705071705
AB4BA6,39690829,a-n-A-C-F-m,201705071710
A87904,39694407,a-n-A-C-F-m,201705071710
AA75EF,39721418,a-n-A-C-F-m,201705071735
A84D62,39757691,a-n-A-C-F-m,201705071805
AA600A,39666741,a-n-A-C-F-m,201705071650
A45091,39758773,a-n-A-C-F-m,201705071805
A35AAE,39715645,a-n-A-C-F-m,201705071725
ICAO-AA2BA4,39786321,a-n-A-C-F-m,201705080645
AB7B02,39666787,a-n-A-C-F-m,201705071650
ICAO-4841AD,39782313,a-n-A-C-F,201705080030
C0410E,39731683,a-n-A-C-F-m,201705071750
A8299A,39675116,a-n-A-C-F-m,201705071655
ICAO-A6CB48,39702204,a-n-A-C-F-m,201705071715
ICAO-AC82F8,39783836,a-n-A-C-F-m,201705080540
ICAO-AA4195,39780351,a-n-A-C-F-m,201705072315
ICAO-A2A77B,39787426,a-n-A-C-F-m,201705080720
AA7C64,39718548,a-n-A-C-F-m,201705071730
A48681,39694829,a-n-A-C-F-m,201705071710
A1AA24,39661131,a-n-A-C-F-m,201705071640
A45091,39763148,a-n-A-C-F-m,201705071810
A6A7DC,39659450,a-n-A-C-F-m,201705071640
A85119,39794218,a-n-A-C-F-m,201705080845
ICAO-ABA324,39772232,a-n-A-C-F-m,201705072010
ICAO-A18403,39766594,a-n-A-C-F-m,201705071855
AA6F46,39715413,a-n-A-C-F-m,201705071725
AA75EF,39720760,a-n-A-C-F-m,201705071735
ICAO-AD488B,39788981,a-n-A-C-F-m,201705080800
ICAO-AA4548,39768721,a-n-A-C-F-m,201705071915
ICAO-A0012F,39770495,a-n-A-C-F-m,201705071940
C06A39,39683525,a-n-A-C-F-m,201705071700
A9B85B,39722664,a-n-A-C-F-m,201705071740
A84D62,39758203,a-n-A-C-F-m,201705071805
AD734A,39723280,a-n-A-C-F-m,201705071740
A9C5C5,39799377,a-n-A-C-F-m,201705080850
ABA7B0,39662384,a-n-A-C-F-m,201705071645
ICAO-AD6C3B,39773002,a-n-A-C-F-m,201705072015
AD9712,39706393,a-n-A-C-F-m,201705071720
AA7C64,39717296,a-n-A-C-F-m,201705071730
AACF19,39756178,a-n-A-C-F-m,201705071805
ICAO-A3C3E0,39776227,a-n-A-C-F-m,201705072055
ABA7B0,39666207,a-n-A-C-F-m,201705071645
A3FF61,39729274,a-n-A-C-F-m,201705071745
AA7C64,39719252,a-n-A-C-F-m,201705071730
AACF19,39755834,a-n-A-C-F-m,201705071805
A38E11,39691443,a-n-A-C-F-m,201705071710
AB4BA6,39693179,a-n-A-C-F-m,201705071710
ICAO-4BA893,39782741,a-n-A-C-F,201705080205
AA600A,39665569,a-n-A-C-F-m,201705071645
A12BCD,39728014,a-n-A-C-F-m,201705071745
A87904,39701616,a-n-A-C-F-m,201705071715
AA8B40,39694404,a-n-A-C-F-m,201705071710
C01EF7,39762716,a-n-A-C-F-m,201705071810
AA7C64,39718705,a-n-A-C-F-m,201705071730
AB62F8,39792413,a-n-A-C-F-m,201705080845
C0193B,39731394,a-n-A-C-F-m,201705071750
ICAO-A1804C,39785209,a-n-A-C-F-m,201705080625
ICAO-AA4548,39768720,a-n-A-C-F-m,201705071915
C06A39,39797693,a-n-A-C-F-m,201705080850
AA60AF,39716361,a-n-A-C-F-m,201705071725
AB7B02,39668541,a-n-A-C-F-m,201705071650
A836FB,39676553,a-n-A-C-F-m,201705071655
A84D62,39761723,a-n-A-C-F-m,201705071805
A7FED0,39701497,a-n-A-C-F-m,201705071715
ICAO-A880FF,39765465,a-n-A-C-F-m,201705071830
A262A9,39679642,a-n-A-C-F-m,201705071700
ICAO-A71F24,39784694,a-n-A-C-F-m,201705080610
A45091,39758687,a-n-A-C-F-m,201705071805
ICAO-A98F6A,39764487,a-n-A-C-F-m,201705071815
A6082F,39701433,a-n-A-C-F-m,201705071715
ICAO-896171,39775709,a-n-A-C-F,201705072045
ICAO-A364EA,39732510,a-n-A-C-F-m,201705071750
AA600A,39666669,a-n-A-C-F-m,201705071650
A836FB,39680214,a-n-A-C-F-m,201705071700
AB4BA6,39693858,a-n-A-C-F-m,201705071710
ICAO-A364EA,39785860,a-n-A-C-F-m,201705080635
ICAO-A46CC1,39787355,a-n-A-C-F-m,201705080720
A6A7DC,39657536,a-n-A-C-F-m,201705071635
ICAO-ABD627,39764378,a-n-A-C-F-m,201705071815
ICAO-A845F4,39792061,a-n-A-C-F-m,201705080840
ICAO-40073D,39767570,a-n-A-C-F,201705071905
A98ED9,39717905,a-n-A-C-F-m,201705071730
ICAO-A24CE0,39717403,a-n-A-C-F-m,201705071730
A87904,39694976,a-n-A-C-F-m,201705071710
A4337C,39734246,a-n-A-C-F-m,201705071750
A6A7DC,39657715,a-n-A-C-F-m,201705071635
ICAO-AA1DCD,39776334,a-n-A-C-F-m,201705072105
AA7E7C,39672903,a-n-A-C-F-m,201705071655
A8A3CE,39727976,a-n-A-C-F-m,201705071745
AD734A,39724759,a-n-A-C-F-m,201705071740
AD734A,39724309,a-n-A-C-F-m,201705071740
AA75EF,39723352,a-n-A-C-F-m,201705071740
ICAO-AA44AC,39768213,a-n-A-C-F-m,201705071910
A63665,39682529,a-n-A-C-F-m,201705071700
A63665,39686915,a-n-A-C-F-m,201705071705
AB7B02,39673370,a-n-A-C-F-m,201705071655
AD9712,39709244,a-n-A-C-F-m,201705071720
ICAO-4843F3,39765054,a-n-A-C-F,201705071820
ICAO-A76F66,39767806,a-n-A-C-F-m,201705071905
ICAO-47C5C7,39766363,a-n-A-C-F,201705071850
A85119,39808059,a-n-A-C-F-m,201705080850
A9B85B,39726070,a-n-A-C-F-m,201705071745
ICAO-8004DE,39788103,a-n-A-C-F,201705080730
A9B85B,39721588,a-n-A-C-F-m,201705071735
ICAO-AA4548,39768563,a-n-A-C-F-m,201705071910
A2F591,39690697,a-n-A-C-F-m,201705071710
A98ED9,39717153,a-n-A-C-F-m,201705071730
A4337C,39739778,a-n-A-C-F-m,201705071755
A80287,39758095,a-n-A-C-F-m,201705071805
AB1971,39706410,a-n-A-C-F-m,201705071720
ICAO-AB856C,39768798,a-n-A-C-F-m,201705071925
A6082F,39694757,a-n-A-C-F-m,201705071710
A3FF61,39731346,a-n-A-C-F-m,201705071750
A96BA2,39689130,a-n-A-C-F-m,201705071705
A38E11,39682689,a-n-A-C-F-m,201705071700
ICAO-A3C3E0,39776013,a-n-A-C-F-m,201705072055
A2F591,39684653,a-n-A-C-F-m,201705071705
ICAO-40655D,39778759,a-n-A-C-F,201705072235
A8913B,39705026,a-n-A-C-F-m,201705071720
ICAO-A98F6A,39764901,a-n-A-C-F-m,201705071820
AA60AF,39717203,a-n-A-C-F-m,201705071730
C01EF7,39754310,a-n-A-C-F-m,201705071800
A4337C,39740015,a-n-A-C-F-m,201705071755
AAF183,39690747,a-n-A-C-F-m,201705071710
AA6F46,39712786,a-n-A-C-F-m,201705071725
A1D10C,39662731,a-n-A-C-F-m,201705071645
ICAO-40655D,39778865,a-n-A-C-F,201705072240
ICAO-4B1884,39769468,a-n-A-C-F,201705071930
AA8B40,39694100,a-n-A-C-F-m,201705071710
ICAO-40073F,39769443,a-n-A-C-F,201705071930
A836FB,39673592,a-n-A-C-F-m,201705071655
AA8B40,39688334,a-n-A-C-F-m,201705071705
A8A3CE,39732372,a-n-A-C-F-m,201705071750
A2DCEE,39723579,a-n-A-C-F-m,201705071740
A98ED9,39712112,a-n-A-C-F-m,201705071725
ICAO-AAABF6,39720022,a-n-A-C-F-m,201705071730
A0EFF1,39735774,a-n-A-C-F-m,201705071755
A71EFA,39672637,a-n-A-C-F-m,201705071655
A55090,39665387,a-n-A-C-F-m,201705071645
ICAO-4CAA33,39781433,a-n-A-C-F,201705072345
A8A3CE,39733205,a-n-A-C-F-m,201705071750
ICAO-4CAAFB,39763787,a-n-A-C-F,201705071810
ICAO-4006C1,39765289,a-n-A-C-F,201705071825
A6082F,39695921,a-n-A-C-F-m,201705071710
ICAO-47C5C7,39781429,a-n-A-C-F,201705072345
ICAO-A923EF,39774731,a-n-A-C-F-m,201705072035
345241,39759066,a-n-A-C-F-m,201705071805
42423F,39664765,a-n-A-C-F-m,201705071645
A6A7DC,39660198,a-n-A-C-F-m,201705071640
ABF826,39693432,a-n-A-C-F-m,201705071710
ICAO-AD6C3B,39733830,a-n-A-C-F-m,201705071750
A4337C,39735593,a-n-A-C-F-m,201705071755
AA75EF,39721624,a-n-A-C-F-m,201705071735
AB5BF0,39736757,a-n-A-C-F-m,201705071755
A2F591,39681820,a-n-A-C-F-m,201705071700
A4337C,39731590,a-n-A-C-F-m,201705071750
ICAO-A4460E,39787360,a-n-A-C-F-m,201705080720
ICAO-3949F3,39771849,a-n-A-C-F,201705071955
42423F,39665774,a-n-A-C-F-m,201705071645
A96BA2,39697263,a-n-A-C-F-m,201705071715
A1AA24,39658464,a-n-A-C-F-m,201705071635
A836FB,39671843,a-n-A-C-F-m,201705071655
ICAO-A64DFA,39779511,a-n-A-C-F-m,201705072245
A96BA2,39689125,a-n-A-C-F-m,201705071705
A96BA2,39697335,a-n-A-C-F-m,201705071715
AA60AF,39713439,a-n-A-C-F-m,201705071725
ICAO-4006A8,39776866,a-n-A-C-F,201705072130
ICAO-406C39,39773458,a-n-A-C-F,201705072025
ICAO-47C5C7,39766443,a-n-A-C-F,201705071850
AA8B40,39698936,a-n-A-C-F-m,201705071715
ICAO-ABDCBE,39769814,a-n-A-C-F-m,201705071935
A87904,39706188,a-n-A-C-F-m,201705071720
C01EF7,39758113,a-n-A-C-F-m,201705071805
C01EF7,39758127,a-n-A-C-F-m,201705071805
AD734A,39722368,a-n-A-C-F-m,201705071740
AB7B02,39667289,a-n-A-C-F-m,201705071650
A6F00D,39795408,a-n-A-C-F-m,201705080845
C0193B,39727304,a-n-A-C-F-m,201705071745
A836FB,39680776,a-n-A-C-F-m,201705071700
ADE2B8,39795794,a-n-A-C-F-m,201705080845
ICAO-4CA74E,39707007,a-n-A-C-F,201705071720
A9B85B,39724358,a-n-A-C-F-m,201705071740
A2F591,39688123,a-n-A-C-F-m,201705071705
A6082F,39697075,a-n-A-C-F-m,201705071715
AA600A,39669538,a-n-A-C-F-m,201705071650
ICAO-AA6C50,39771533,a-n-A-C-F-m,201705071950
AD9712,39707419,a-n-A-C-F-m,201705071720
ICAO-A0B550,39784831,a-n-A-C-F-m,201705080615
ICAO-ABA324,39772172,a-n-A-C-F-m,201705072010
ICAO-3C6518,39776487,a-n-A-C-F,201705072120
A262A9,39676143,a-n-A-C-F-m,201705071655
ICAO-A059E3,39779370,a-n-A-C-F-m,201705072245
A98ED9,39718740,a-n-A-C-F-m,201705071730
ABD19E,39661141,a-n-A-C-F-m,201705071640
A262A9,39672288,a-n-A-C-F-m,201705071655
ICAO-A98F6A,39774956,a-n-A-C-F-m,201705072035
A4337C,39734893,a-n-A-C-F-m,201705071755
42423F,39660325,a-n-A-C-F-m,201705071640
A2F591,39694206,a-n-A-C-F-m,201705071710
ADE2B8,39799533,a-n-A-C-F-m,201705080850
A7FED0,39704460,a-n-A-C-F-m,201705071720
ICAO-A6CA7F,39683832,a-n-A-C-F-m,201705071705
A4337C,39738338,a-n-A-C-F-m,201705071755
AA60AF,39703911,a-n-A-C-F-m,201705071720
AA60AF,39715917,a-n-A-C-F-m,201705071725
A6082F,39703435,a-n-A-C-F-m,201705071715
ACBF63,39792677,a-n-A-C-F-m,201705080845
ICAO-AB4FEA,39786897,a-n-A-C-F-s,201705080705
AD734A,39724999,a-n-A-C-F-m,201705071740
ICAO-A845F4,39792085,a-n-A-C-F-m,201705080840
AACF19,39760057,a-n-A-C-F-m,201705071805
AD734A,39721474,a-n-A-C-F-m,201705071735
A0DDFB,39758406,a-n-A-C-F-m,201705071805
A8299A,39669357,a-n-A-C-F-m,201705071650
A35AAE,39792840,a-n-A-C-F-m,201705080845
A262A9,39677781,a-n-A-C-F-m,201705071655
A791C0,39757406,a-n-A-C-F-m,201705071805
AA6F46,39711011,a-n-A-C-F-m,201705071725
ICAO-A4460E,39787394,a-n-A-C-F-m,201705080720
A1AA24,39659886,a-n-A-C-F-m,201705071640
A4337C,39740979,a-n-A-C-F-m,201705071755
A33ECC,39807045,a-n-A-C-F-m,201705080850
A2DCEE,39723913,a-n-A-C-F-m,201705071740
ICAO-A3C3E0,39776223,a-n-A-C-F-m,201705072055
A85119,39807726,a-n-A-C-F-m,201705080850
AA600A,39669740,a-n-A-C-F-m,201705071650
ICAO-A364EA,39732067,a-n-A-C-F-m,201705071750
A7FED0,39700058,a-n-A-C-F-m,201705071715
A9C5C5,39800017,a-n-A-C-F-m,201705080850
AACF19,39760880,a-n-A-C-F-m,201705071805
ICAO-A98539,39768190,a-n-A-C-F-m,201705071910
ACCA88,39794596,a-n-A-C-F-m,201705080845
ABF826,39695500,a-n-A-C-F-m,201705071710
ICAO-40655D,39763798,a-n-A-C-F,201705071810
ICAO-A491FB,39781796,a-n-A-C-F-m,201705072355
A35AAE,39712101,a-n-A-C-F-m,201705071725
A1D10C,39659645,a-n-A-C-F-m,201705071640
ABD19E,39660330,a-n-A-C-F-m,201705071640
AD9712,39710734,a-n-A-C-F-m,201705071725
AD8BED,39741347,a-n-A-C-F-m,201705071755
A8A3CE,39732726,a-n-A-C-F-m,201705071750
ICAO-A967EB,39785538,a-n-A-C-F-m,201705080630
A8913B,39701021,a-n-A-C-F-m,201705071715
C0193B,39734381,a-n-A-C-F-m,201705071750
A63665,39683020,a-n-A-C-F-m,201705071700
A71EFA,39672504,a-n-A-C-F-m,201705071655
A8913B,39697095,a-n-A-C-F-m,201705071715
A6A7DC,39660531,a-n-A-C-F-m,201705071640
AA60AF,39711276,a-n-A-C-F-m,201705071725
ICAO-A11F9D,39776784,a-n-A-C-F-m,201705072130
A8A3CE,39728117,a-n-A-C-F-m,201705071745
A4337C,39743301,a-n-A-C-F-m,201705071755
A2DCEE,39728763,a-n-A-C-F-m,201705071745
A836FB,39673597,a-n-A-C-F-m,201705071655
AA75EF,39721321,a-n-A-C-F-m,201705071735
A96BA2,39688538,a-n-A-C-F-m,201705071705
ICAO-AB2AE1,39781938,a-n-A-C-F-m,201705080000
ICAO-A8AEF3,39773032,a-n-A-C-F-m,201705072015
A2F591,39687864,a-n-A-C-F-m,201705071705
ICAO-AB856C,39768998,a-n-A-C-F-m,201705071925
ACC3B4,39798069,a-n-A-C-F-m,201705080850
ICAO-406C6D,39769902,a-n-A-C-F,201705071935
ICAO-A364EA,39785731,a-n-A-C-F-m,201705080635
A96BA2,39697362,a-n-A-C-F-m,201705071715
ICAO-AB856C,39768826,a-n-A-C-F-m,201705071925
A2F591,39694476,a-n-A-C-F-m,201705071710
A87904,39705341,a-n-A-C-F-m,201705071720
A63665,39676068,a-n-A-C-F-m,201705071655
A8E813,39803819,a-n-A-C-F-m,201705080850
AA6F46,39704166,a-n-A-C-F-m,201705071720
A8913B,39704123,a-n-A-C-F-m,201705071720
ABD19E,39659720,a-n-A-C-F-m,201705071640
ICAO-478F43,39766133,a-n-A-C-F,201705071840
AA7C64,39720178,a-n-A-C-F-m,201705071730
A3FF61,39732080,a-n-A-C-F-m,201705071750
ICAO-AA4548,39768549,a-n-A-C-F-m,201705071910
ICAO-40655D,39763804,a-n-A-C-F,201705071810
A9C5C5,39802150,a-n-A-C-F-m,201705080850
A8913B,39706408,a-n-A-C-F-m,201705071720
ICAO-40655D,39778801,a-n-A-C-F,201705072235
A12F78,39763259,a-n-A-C-F-m,201705071810
C0193B,39732124,a-n-A-C-F-m,201705071750
A6A7DC,39658602,a-n-A-C-F-m,201705071640
AA600A,39664269,a-n-A-C-F-m,201705071645
A9B85B,39726626,a-n-A-C-F-m,201705071745
A6A7DC,39656953,a-n-A-C-F-m,201705071635
AA600A,39665304,a-n-A-C-F-m,201705071645
AA75EF,39723659,a-n-A-C-F-m,201705071740
ICAO-AA4195,39780399,a-n-A-C-F-m,201705072315
ABF826,39688658,a-n-A-C-F-m,201705071705
A2DCEE,39725401,a-n-A-C-F-m,201705071745
ABE42C,39671893,a-n-A-C-F-m,201705071655
ICAO-47C5C9,39768987,a-n-A-C-F,201705071925
AD734A,39723620,a-n-A-C-F-m,201705071740
3C64EC,39722846,a-n-A-C-F-m,201705071740
A3FF61,39733291,a-n-A-C-F-m,201705071750
AD2114,39732298,a-n-A-C-F-m,201705071750
AD8BED,39735067,a-n-A-C-F-m,201705071755
AD9712,39703072,a-n-A-C-F-m,201705071715
A0EFF1,39735735,a-n-A-C-F-m,201705071755
A3EE1F,39658550,a-n-A-C-F-m,201705071635
ICAO-400F63,39725936,a-n-A-C-F,201705071745
ICAO-4006C1,39765180,a-n-A-C-F,201705071820
A45091,39762630,a-n-A-C-F-m,201705071810
A45091,39761637,a-n-A-C-F-m,201705071805
ICAO-A05467,39684290,a-n-A-C-F-m,201705071705
ABD19E,39661072,a-n-A-C-F-m,201705071640
A6A7DC,39661218,a-n-A-C-F-m,201705071640
A9C737,39726719,a-n-A-C-F-m,201705071745
A0DDFB,39761120,a-n-A-C-F-m,201705071805
A38E11,39687485,a-n-A-C-F-m,201705071705
A836FB,39677605,a-n-A-C-F-m,201705071655
A87904,39703975,a-n-A-C-F-m,201705071720
C06A39,39798705,a-n-A-C-F-m,201705080850
C01EF7,39762098,a-n-A-C-F-m,201705071805
ICAO-4005C1,39774032,a-n-A-C-F,201705072030
ICAO-A67857,39770158,a-n-A-C-F-m,201705071935
ICAO-A8B760,39771939,a-n-A-C-F-m,201705072000
AB62F8,39794918,a-n-A-C-F-m,201705080845
ICAO-A2FBEC,39775803,a-n-A-C-F-m,201705072045
ABF17F,39794533,a-n-A-C-F-m,201705080845
AA7E7C,39672108,a-n-A-C-F-m,201705071655
A65527,39700256,a-n-A-C-F-m,201705071715
ICAO-AA2BA4,39786294,a-n-A-C-F-m,201705080645
C06A39,39793282,a-n-A-C-F-m,201705080845
A45091,39755407,a-n-A-C-F-m,201705071805
A1D10C,39662749,a-n-A-C-F-m,201705071645
A55090,39665210,a-n-A-C-F-m,201705071645
A71EFA,39670686,a-n-A-C-F-m,201705071650
A38E11,39690351,a-n-A-C-F-m,201705071710
A2F591,39694089,a-n-A-C-F-m,201705071710
ICAO-AC18FE,39786851,a-n-A-C-F-m,201705080705
A791C0,39757388,a-n-A-C-F-m,201705071805
ABA7B0,39669098,a-n-A-C-F-m,201705071650
ICAO-A658DE,39684600,a-n-A-C-F-m,201705071705
ICAO-A0A8DA,39772825,a-n-A-C-F-m,201705072015
AA56B6,39707805,a-n-A-C-F-m,201705071720
ICAO-A98F6A,39774926,a-n-A-C-F-m,201705072035
AD734A,39724898,a-n-A-C-F-m,201705071740
A6A7DC,39662042,a-n-A-C-F-m,201705071640
ICAO-406B12,39777173,a-n-A-C-F,201705072140
ICAO-A0B550,39785027,a-n-A-C-F-m,201705080620
A65527,39708729,a-n-A-C-F-m,201705071720
AB7B02,39673298,a-n-A-C-F-m,201705071655
ICAO-39BD24,39729189,a-n-A-C-F,201705071745
AAF183,39693594,a-n-A-C-F-m,201705071710
AD8BED,39735654,a-n-A-C-F-m,201705071755
AD935B,39717144,a-n-A-C-F-m,201705071730
A8913B,39701277,a-n-A-C-F-m,201705071715
AAF183,39689943,a-n-A-C-F-m,201705071710
ICAO-AD6C3B,39773364,a-n-A-C-F-m,201705072020
AA56B6,39712698,a-n-A-C-F-m,201705071725
C06A39,39685374,a-n-A-C-F-m,201705071705
AA75EF,39723421,a-n-A-C-F-m,201705071740
A8C802,39664939,a-n-A-C-F-m,201705071645
A85FF5,39798423,a-n-A-C-F-m,201705080850
A262A9,39672393,a-n-A-C-F-m,201705071655
ICAO-A71F24,39784642,a-n-A-C-F-m,201705080610
C01EF7,39762533,a-n-A-C-F-m,201705071810
A7FED0,39708994,a-n-A-C-F-m,201705071720
ICAO-400580,39778651,a-n-A-C-F,201705072230
AA60AF,39714950,a-n-A-C-F-m,201705071725
A43EA6,39688257,a-n-A-C-F-m,201705071705
C0193B,39726604,a-n-A-C-F-m,201705071745
AA8B40,39690589,a-n-A-C-F-m,201705071710
A2F591,39684302,a-n-A-C-F-m,201705071705
C0193B,39728060,a-n-A-C-F-m,201705071745
ACCA88,39795793,a-n-A-C-F-m,201705080845
ICAO-AD488B,39789001,a-n-A-C-F-m,201705080800
ICAO-A0B550,39784799,a-n-A-C-F-m,201705080615
A7FB19,39807642,a-n-A-C-F-m,201705080850
AD846F,39743630,a-n-A-C-F-m,201705071800
ICAO-A18403,39766598,a-n-A-C-F-m,201705071855
ICAO-A4DAD4,39775608,a-n-A-C-F-m,201705072045
A1D10C,39664162,a-n-A-C-F-m,201705071645
A98ED9,39712556,a-n-A-C-F-m,201705071725
A836FB,39674915,a-n-A-C-F-m,201705071655
ICAO-A4322C,39682521,a-n-A-C-F-s,201705071700
ICAO-A8B760,39771935,a-n-A-C-F-m,201705072000
A98ED9,39717638,a-n-A-C-F-m,201705071730
A4337C,39738611,a-n-A-C-F-m,201705071755
A2F591,39688254,a-n-A-C-F-m,201705071705
AAF183,39689851,a-n-A-C-F-m,201705071705
ICAO-A894F2,39786618,a-n-A-C-F-m,201705080655
ICAO-A86A28,39783685,a-n-A-C-F-m,201705080520
A0DDFB,39758213,a-n-A-C-F-m,201705071805
ABA7B0,39666587,a-n-A-C-F-m,201705071650
A4337C,39733651,a-n-A-C-F-m,201705071750
ACCA88,39792937,a-n-A-C-F-m,201705080845
ICAO-A18403,39766712,a-n-A-C-F-m,201705071855
A66E52,39719328,a-n-A-C-F-m,201705071730
ABA7B0,39669106,a-n-A-C-F-m,201705071650
AA7E7C,39669445,a-n-A-C-F-m,201705071650
A6082F,39694746,a-n-A-C-F-m,201705071710
A35AAE,39715074,a-n-A-C-F-m,201705071725
AC71DD,39761444,a-n-A-C-F-m,201705071805
42423F,39665266,a-n-A-C-F-m,201705071645
AB7B02,39667765,a-n-A-C-F-m,201705071650
AA7C64,39719925,a-n-A-C-F-m,201705071730
C0193B,39730572,a-n-A-C-F-m,201705071750
42423F,39663860,a-n-A-C-F-m,201705071645
AD734A,39724666,a-n-A-C-F-m,201705071740
ICAO-A8FC06,39780818,a-n-A-C-F-m,201705072335
A6A7DC,39659379,a-n-A-C-F-m,201705071640
ICAO-406891,39778343,a-n-A-C-F,201705072230
ICAO-AB39F0,39767974,a-n-A-C-F-m,201705071905
345241,39762078,a-n-A-C-F-m,201705071805
A8299A,39679285,a-n-A-C-F-m,201705071700
ABE42C,39677803,a-n-A-C-F-m,201705071655
A1AA24,39659635,a-n-A-C-F-m,201705071640
ICAO-A2CA5D,39778051,a-n-A-C-F-m,201705072220
ICAO-A86605,39784492,a-n-A-C-F-m,201705080555
A45091,39763351,a-n-A-C-F-m,201705071810
A6A7DC,39658209,a-n-A-C-F-m,201705071635
AD9712,39704816,a-n-A-C-F-m,201705071720
ICAO-A845F4,39792280,a-n-A-C-F-m,201705080845
A87904,39705004,a-n-A-C-F-m,201705071720
A1AA24,39657935,a-n-A-C-F-m,201705071635
AB62F8,39793587,a-n-A-C-F-m,201705080845
AD8BED,39729899,a-n-A-C-F-m,201705071750
ICAO-A8DEE0,39767027,a-n-A-C-F-m,201705071855
ABE42C,39674866,a-n-A-C-F-m,201705071655
AA60AF,39710161,a-n-A-C-F-m,201705071720
AA600A,39662265,a-n-A-C-F-m,201705071645
ICAO-A4322C,39678779,a-n-A-C-F-s,201705071700
ICAO-AB5ADE,39688712,a-n-A-C-F-m,201705071705
ABD19E,39660686,a-n-A-C-F-m,201705071640
A53696,39756425,a-n-A-C-F-m,201705071805
A6082F,39701559,a-n-A-C-F-m,201705071715
AA75EF,39722688,a-n-A-C-F-m,201705071740
ICAO-A75AC7,39790370,a-n-A-C-F-m,201705080825
ICAO-AD6C3B,39735250,a-n-A-C-F-m,201705071755
ICAO-ABD627,39764411,a-n-A-C-F-m,201705071815
A1AA24,39657860,a-n-A-C-F-m,201705071635
A836FB,39673898,a-n-A-C-F-m,201705071655
ABE42C,39678505,a-n-A-C-F-m,201705071700
ICAO-ABF3B8,39782539,a-n-A-C-F-m,201705080040
A3FF61,39728882,a-n-A-C-F-m,201705071745
C0193B,39732274,a-n-A-C-F-m,201705071750
ICAO-40655D,39763701,a-n-A-C-F,201705071810
AA60AF,39712636,a-n-A-C-F-m,201705071725
AA60AF,39715474,a-n-A-C-F-m,201705071725
42423F,39663522,a-n-A-C-F-m,201705071645
A87904,39696163,a-n-A-C-F-m,201705071710
42423F,39662838,a-n-A-C-F-m,201705071645
ICAO-A39BFA,39780819,a-n-A-C-F-m,201705072335
ICAO-ABA324,39772150,a-n-A-C-F-m,201705072005
ACC3B4,39803338,a-n-A-C-F-m,201705080850
A63665,39679044,a-n-A-C-F-m,201705071700
ICAO-A4F6DD,39723719,a-n-A-C-F-m,201705071740
AB7B02,39667969,a-n-A-C-F-m,201705071650
ICAO-A0B550,39784848,a-n-A-C-F-m,201705080615
A9B85B,39723886,a-n-A-C-F-m,201705071740
A836FB,39677880,a-n-A-C-F-m,201705071655
ABF826,39689490,a-n-A-C-F-m,201705071705
A63665,39682791,a-n-A-C-F-m,201705071700
ICAO-3C6561,39780947,a-n-A-C-F,201705072340
A71EFA,39673998,a-n-A-C-F-m,201705071655
A6A7DC,39657088,a-n-A-C-F-m,201705071635
ICAO-ABA324,39772217,a-n-A-C-F-m,201705072010
ABA7B0,39665394,a-n-A-C-F-m,201705071645
AA8B40,39695988,a-n-A-C-F-m,201705071710
ICAO-A0A8DA,39772680,a-n-A-C-F-m,201705072015
A642A3,39662526,a-n-A-C-F-m,201705071645
ICAO-A923EF,39774960,a-n-A-C-F-m,201705072035
ICAO-AA44AD,39752557,a-n-A-C-F-m,201705071800
A403F4,39709716,a-n-A-C-F-m,201705071720
A45091,39761403,a-n-A-C-F-m,201705071805
A2DCEE,39725891,a-n-A-C-F-m,201705071745
ICAO-4005BA,39781166,a-n-A-C-F,201705072340
A8A3CE,39731388,a-n-A-C-F-m,201705071750
ICAO-A923EF,39775122,a-n-A-C-F-m,201705072040
